time_period,geo,indic_is,ind_type,obs_value
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",34.58
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",34.58
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",34.58
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",18.73
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",12.17
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",10.34
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",9.35
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",7.68
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",3.72
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",2.77
2015,North Macedonia,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",1.26
2015,North Macedonia,Individuals with basic overall digital skills,All individuals,23.24
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",35.7
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",35.7
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",35.7
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",33.05
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",24.98
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",22.56
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",25.42
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",15.4
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",13.81
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",10.47
2015,North Macedonia,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",5.13
2015,North Macedonia,Individuals with basic or above basic overall digital skills,All individuals,37.08
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",70.28
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",70.28
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",70.28
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",51.77
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",37.14
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",32.9
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",34.77
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",23.08
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",17.53
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",13.24
2015,North Macedonia,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",6.39
2015,North Macedonia,Individuals with low overall digital skills,All individuals,33.11
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",23.02
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",23.02
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",23.02
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",37.7
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",42.92
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",38.38
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",45.37
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",46.27
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",21.95
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",18.47
2015,North Macedonia,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",12.9
2015,North Macedonia,Individuals with no overall digital skills,All individuals,0.19
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.0
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.0
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.33
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.26
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.36
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",0.68
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.0
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.0
2015,North Macedonia,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",0.0
2015,Norway,Individuals with above basic overall digital skills,All individuals,49.43
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",74.89
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",71.52
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",70.32
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",68.24
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",68.03
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",64.12
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",56.16
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",50.89
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",58.93
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",45.53
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",32.32
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",23.74
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",12.83
2015,Norway,Individuals with above basic overall digital skills,"Individuals, 75 years old or more",2.6
2015,Norway,Individuals with basic overall digital skills,All individuals,30.43
2015,Norway,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",18.03
2015,Norway,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",21.5
2015,Norway,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",23.18
2015,Norway,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",24.87
2015,Norway,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",26.41
2015,Norway,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",27.07
2015,Norway,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",30.27
2015,Norway,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",31.39
2015,Norway,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",29.73
2015,Norway,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",33.97
2015,Norway,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",35.31
2015,Norway,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",35.76
2015,Norway,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",36.33
2015,Norway,Individuals with basic overall digital skills,"Individuals, 75 years old or more",12.36
2015,Norway,Individuals with basic or above basic overall digital skills,All individuals,79.86
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",92.93
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",93.02
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",93.51
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",93.11
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",94.44
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",91.19
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",86.43
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",82.27
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",88.66
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",79.5
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",67.62
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",59.49
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",49.16
2015,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 75 years old or more",14.97
2015,Norway,Individuals with low overall digital skills,All individuals,16.68
2015,Norway,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",5.95
2015,Norway,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",5.32
2015,Norway,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",5.4
2015,Norway,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",4.71
