time_period,geo,ind_type,indic_is,obs_value
2021,Belgium,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,28.93
2021,Belgium,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,18.39
2021,Belgium,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,4.87
2021,Bosnia and Herzegovina,All individuals,Individuals with above basic overall digital skills,5.35
2021,Bosnia and Herzegovina,All individuals,Individuals with basic overall digital skills,29.29
2021,Bosnia and Herzegovina,All individuals,Individuals with low overall digital skills,34.65
2021,Bosnia and Herzegovina,All individuals,Individuals with basic or above basic overall digital skills,21.53
2021,Bosnia and Herzegovina,All individuals,Individuals with no overall digital skills,2.16
2021,Bosnia and Herzegovina,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,18.78
2021,Bosnia and Herzegovina,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,51.57
2021,Bosnia and Herzegovina,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,70.35
2021,Bosnia and Herzegovina,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,27.31
2021,Bosnia and Herzegovina,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.0
2021,Bosnia and Herzegovina,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,11.21
2021,Bosnia and Herzegovina,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,65.75
2021,Bosnia and Herzegovina,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,76.96
2021,Bosnia and Herzegovina,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,19.6
2021,Bosnia and Herzegovina,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.0
2021,Bosnia and Herzegovina,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,13.77
2021,Bosnia and Herzegovina,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,61.62
2021,Bosnia and Herzegovina,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,75.39
2021,Bosnia and Herzegovina,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,20.62
2021,Bosnia and Herzegovina,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.0
2021,Bosnia and Herzegovina,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,9.73
2021,Bosnia and Herzegovina,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,68.52
2021,Bosnia and Herzegovina,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,78.25
2021,Bosnia and Herzegovina,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,18.1
2021,Bosnia and Herzegovina,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.0
2021,Bosnia and Herzegovina,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,19.01
2021,Bosnia and Herzegovina,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,53.17
2021,Bosnia and Herzegovina,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,72.18
2021,Bosnia and Herzegovina,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,22.71
2021,Bosnia and Herzegovina,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.0
2021,Bosnia and Herzegovina,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,14.68
2021,Bosnia and Herzegovina,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,56.37
2021,Bosnia and Herzegovina,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,71.05
2021,Bosnia and Herzegovina,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,25.29
2021,Bosnia and Herzegovina,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,0.06
2021,Bosnia and Herzegovina,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,8.41
2021,Bosnia and Herzegovina,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,43.71
2021,Bosnia and Herzegovina,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,52.12
2021,Bosnia and Herzegovina,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,27.54
2021,Bosnia and Herzegovina,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,0.55
2021,Bosnia and Herzegovina,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,6.08
2021,Bosnia and Herzegovina,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,31.67
2021,Bosnia and Herzegovina,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,37.75
2021,Bosnia and Herzegovina,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,25.03
2021,Bosnia and Herzegovina,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,1.18
2021,Bosnia and Herzegovina,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,8.69
2021,Bosnia and Herzegovina,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,48.14
2021,Bosnia and Herzegovina,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,56.83
2021,Bosnia and Herzegovina,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,29.35
2021,Bosnia and Herzegovina,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,0.44
2021,Bosnia and Herzegovina,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,5.35
2021,Bosnia and Herzegovina,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,34.54
2021,Bosnia and Herzegovina,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,39.89
2021,Bosnia and Herzegovina,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,27.18
2021,Bosnia and Herzegovina,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,0.85
2021,Bosnia and Herzegovina,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,1.7
2021,Bosnia and Herzegovina,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,9.07
2021,Bosnia and Herzegovina,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,10.77
2021,Bosnia and Herzegovina,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,20.31
2021,Bosnia and Herzegovina,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,2.36
2021,Bosnia and Herzegovina,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,1.0
2021,Bosnia and Herzegovina,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,7.16
2021,Bosnia and Herzegovina,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,8.17
2021,Bosnia and Herzegovina,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,15.49
2021,Bosnia and Herzegovina,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,4.27
2021,Bosnia and Herzegovina,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,0.1
2021,Bosnia and Herzegovina,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,4.67
2021,Bosnia and Herzegovina,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,4.76
2021,Bosnia and Herzegovina,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,9.18
2021,Bosnia and Herzegovina,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,6.76
2021,Bulgaria,All individuals,Individuals with above basic overall digital skills,7.82
2021,Bulgaria,All individuals,Individuals with basic overall digital skills,23.36
2021,Bulgaria,All individuals,Individuals with low overall digital skills,31.18
2021,Bulgaria,All individuals,Individuals with basic or above basic overall digital skills,14.51
2021,Bulgaria,All individuals,Individuals with no overall digital skills,6.16
2021,Bulgaria,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,9.92
2021,Bulgaria,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,41.91
2021,Bulgaria,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,51.83
2021,Bulgaria,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,21.09
2021,Bulgaria,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,4.33
2021,Bulgaria,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,14.8
2021,Bulgaria,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,36.21
2021,Bulgaria,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,51.0
2021,Bulgaria,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,19.54
2021,Bulgaria,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,4.23
2021,Bulgaria,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,15.1
2021,Bulgaria,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,34.24
2021,Bulgaria,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,49.35
2021,Bulgaria,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,18.13
2021,Bulgaria,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,5.49
2021,Bulgaria,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,18.61
2021,Bulgaria,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,31.74
2021,Bulgaria,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,50.35
2021,Bulgaria,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,18.32
2021,Bulgaria,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,4.16
2021,Bulgaria,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,15.55
2021,Bulgaria,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,31.35
2021,Bulgaria,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,46.9
